numero_nfse;data_emissao;tipo_entidade;municipio;cliente_nome;valor_mensal;pago_ou_não;
872;24/07/2025;municipio;WENCESLAU GUIMARÃES;MUNICIPIO DE WENCESLAU GUIMARAES;18000;Sim;
873;24/07/2025;municipio;WENCESLAU GUIMARÃES;FUNDO MUNICIPAL DE SAUDE FMS;6500;Sim;
874;24/07/2025;municipio;WENCESLAU GUIMARÃES;FUNDO MUNICIPAL DE EDUCACAO - FME DO MUNICIPIO DE WENCESLAU GUIMARAES;4000;Sim;
875;24/07/2025;municipio;WENCESLAU GUIMARÃES;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;4000;Sim;
877;24/07/2025;municipio;WENCESLAU GUIMARÃES;MUNICIPIO DE WENCESLAU GUIMARAES;5000;Sim;
878;24/07/2025;municipio;WENCESLAU GUIMARÃES;MUNICIPIO DE WENCESLAU GUIMARAES;10000;Sim;
880;24/07/2025;municipio;SOUTO SOARES;MUNICIPIO DE SOUTO SOARES;6000;Sim;
881;24/07/2025;municipio;SOUTO SOARES;FUNDO MUNICIPAL DE SAUDE DE SOUTO SOARES;4000;Sim;
882;24/07/2025;municipio;SOUTO SOARES;FUNDO MUNICIPAL DE EDUCACAO DE SOUTO SOARES;4000;Sim;
883;24/07/2025;municipio;SOUTO SOARES;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE SOUTO SOARES;4000;Sim;
884;24/07/2025;municipio;SANTA BÁRBARA;MUNICIPIO DE SANTA BARBARA;15000;Sim;
885;24/07/2025;municipio;SANTA BÁRBARA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;4500;Sim;
886;24/07/2025;municipio;SANTA BÁRBARA;SECRETARIA MUNICIPAL DE EDUCACAO DE SANTA BARBARA;6500;Sim;
887;24/07/2025;municipio;SANTA BÁRBARA;UMSAUDE - FUNDO MUNICIPAL DE SAUDE DE SANTA BARBARA;6500;Sim;
888;24/07/2025;municipio;BARROCAS;MUNICIPIO DE BARROCAS;9000;Sim;
889;24/07/2025;municipio;BARROCAS;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;4000;Sim;
890;24/07/2025;municipio;BARROCAS;MUNICIPIO DE BARROCAS;4000;Sim;
891;24/07/2025;municipio;BARROCAS;FUNDO MUNICIPAL DE SAUDE;4000;Sim;
892;24/07/2025;municipio;BARROCAS;MUNICIPIO DE BARROCAS;4500;Sim;
894;24/07/2025;municipio;BARROCAS;MUNICIPIO DE BARROCAS;4500;Sim;
895;24/07/2025;municipio;ANDORINHA;MUNICIPIO DE ANDORINHA;12050;Sim;
896;24/07/2025;municipio;ANDORINHA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;6000;Sim;
897;24/07/2025;municipio;ANDORINHA;SECRETARIA MUNICIPAL DE EDUCACAO;8000;Sim;
898;24/07/2025;municipio;ANDORINHA;FUNDO MUNICIPAL DE SAUDE DE ANDORINHA;8000;Sim;
899;24/07/2025;municipio;ANDORINHA;MUNICIPIO DE ANDORINHA;14000;Sim;
900;24/07/2025;municipio;BOA VISTA DO TUPIM;MUNICIPIO DE BOA VISTA DO TUPIM;6500;Sim;
901;24/07/2025;municipio;BOM JESUS DA LAPA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL FMAS;4000;Sim;
902;24/07/2025;municipio;BOA VISTA DO TUPIM;MUNICIPIO DE BOA VISTA DO TUPIM;4000;Sim;
903;24/07/2025;municipio;BOA VISTA DO TUPIM;FUNDO MUNICIPAL DE SAUDE FUNSAUDE;4000;Sim;
904;24/07/2025;municipio;BOA VISTA DO TUPIM;MUNICIPIO DE BOA VISTA DO TUPIM;4500;Sim;
905;24/07/2025;municipio;SEABRA;MUNICIPIO DE SEABRA;15000;Sim;
906;24/07/2025;municipio;SEABRA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE SEABRA;5000;Sim;
907;24/07/2025;municipio;SEABRA;FUNDO MUNICIPAL DE SAUDE;5000;Sim;
908;24/07/2025;municipio;SEABRA;FUNDO MUNICIPAL DE EDUCACAO - FME;5000;Sim;
909;24/07/2025;municipio;SEABRA;MUNICIPIO DE SEABRA;9600;Sim;
910;24/07/2025;municipio;IBIRAPITANGA;MUNICIPIO DE IBIRAPITANGA;15500;Sim;
911;24/07/2025;municipio;IBIRAPITANGA;FUNDO MUNICIPAL DE EDUCACIONAL - FME;5000;Sim;
912;24/07/2025;municipio;IBIRAPITANGA;FUNDO MUNICIPAL DE SAUDE IBIRAPITANGA;5000;Sim;
913;24/07/2025;municipio;BURITIRAMA;MUNICIPIO DE BURITIRAMA;14000;Sim;
914;24/07/2025;municipio;BURITIRAMA;SECRETARIA MUNICIPAL DE EDUCACAO;9000;Sim;
915;24/07/2025;municipio;BURITIRAMA;FUNDO MUNICIPAL DE SAUDE DE BURITIRAMA;9000;Sim;
916;24/07/2025;municipio;BURITIRAMA;MUNICIPIO DE BURITIRAMA;8100;Sim;
917;24/07/2025;municipio;CONCEIÇÃO DA FEIRA;MUNICIPIO DE CONCEICAO DA FEIRA;6500;;
918;24/07/2025;municipio;IBIRATAIA;MUNICIPIO DE IBIRATAIA;20000;Sim;
919;25/07/2025;municipio;JIQUIRIÇÁ;FUNDO MUNICIPAL DE EDUCACAO - FMED;910,2;;
920;25/07/2025;municipio;JIQUIRIÇÁ;FUNDO MUNICIPAL DE SAUDE DE JIQUIRICA;910,2;;
921;25/07/2025;municipio;ITUBERÁ;MUNICIPIO DE ITUBERA;17500;Sim;
922;25/07/2025;municipio;ITUBERÁ;FUNDO MUNICIPAL DE SAUDE DE ITUBERA;4500;Sim;
923;25/07/2025;municipio;ITUBERÁ;FUNDO MUNICIPAL DE EDUCACAO - FME;4500;Sim;
924;25/07/2025;municipio;OLIVEIRA DOS BREJINHOS;FUNDO MUNICIPAL DE ASSISTENCIA SOCIA;4500;;
925;25/07/2025;municipio;SÃO MIGUEL DAS MATAS;MUNICIPIO DE SAO MIGUEL DAS MATAS;20625;Sim;
926;25/07/2025;municipio;BARRA DO ROCHA;MUNICIPIO DE BARRA DO ROCHA;10000;Sim;
927;25/07/2025;municipio;BARRA DO ROCHA;FUNDO MUNICIPAL DE SAUDE DE BARRA DO ROCHA-BA;4400;Sim;
928;25/07/2025;municipio;BARRA DO ROCHA;SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTES E LAZER;4600;Sim;
929;25/07/2025;municipio;CARDEAL DA SILVA;MUNICIPIO DE CARDEAL DA SILVA;9000;Sim;
930;25/07/2025;municipio;CARDEAL DA SILVA;FUNDO MUNICIPAL DE SAUDE DE CARDEAL DA SILVA;4500;Sim;
931;25/07/2025;municipio;CARDEAL DA SILVA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;4500;Sim;
932;25/07/2025;municipio;CAMPO ALEGRE DE LOURDES;MUNICIPIO DE CAMPO ALEGRE DE LOURDES;12000;Sim;
933;25/07/2025;municipio;CAMPO ALEGRE DE LOURDES;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;6000;Sim;
934;25/07/2025;municipio;CAMPO ALEGRE DE LOURDES;NOME EMPRESARIAL FUNDO MUNICIPAL DE SAUDE CAMPO ALEGRE DE LOURDES;7000;Sim;
935;25/07/2025;municipio;CAMPO ALEGRE DE LOURDES;FUNDO MUNICIPAL DE EDUCACAO DE CAMPO ALEGRE DE LOURDES;7000;Sim;
936;25/07/2025;municipio;QUIJINGUE;MUNICIPIO DE QUIJINGUE;13000;Sim;
937;25/07/2025;municipio;QUIJINGUE;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;5000;Sim;
938;25/07/2025;municipio;QUIJINGUE;SECRETARIA MUNICIPAL DA EDUCACAO;6000;Sim;
939;25/07/2025;municipio;QUIJINGUE;FUNDO MUNICIPAL DE SAUDE DE QUIJINGUE;6000;Sim;
940;25/07/2025;municipio;IBOTIRAMA;PREFEITURA MUNICIPAL DE IBOTIRAMA;22000;Sim;
941;25/07/2025;municipio;IBOTIRAMA;FUNDO MUNICIPAL DE SAUDE;5000;Sim;
942;25/07/2025;municipio;IBOTIRAMA;FUNDO MUNICIPAL DE EDUCACAO - FME;3000;Sim;
943;25/07/2025;municipio;IBOTIRAMA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE IBOTIRAMA;3000;Sim;
944;25/07/2025;municipio;BOTUPORÃ;MUNICIPIO DE BOTUPORA;14375;Sim;
945;25/07/2025;municipio;BOTUPORÃ;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE BOTUPORA;10062,5;Sim;
946;25/07/2025;municipio;BOTUPORÃ;FUNDO MUNICIPAL DE EDUCACAO-FME;10062,5;Sim;
947;25/07/2025;municipio;BOM JESUS DA LAPA;MUNICIPIO DE BOM JESUS DA LAPA;21000;Sim;
948;25/07/2025;municipio;BOM JESUS DA LAPA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;3000;Sim;
949;25/07/2025;municipio;BOM JESUS DA LAPA;FUNDO MUNICIPAL DE EDUCACAO DO MUNICIPIO DE BOM JESUS DA LAPA;3000;Sim;
950;25/07/2025;municipio;BOM JESUS DA LAPA;NOME EMPRESARIAL FUNDO MUNICIPAL DE SAUDE DE BOM JESUS DA LAPA;3000;Sim;
951;25/07/2025;municipio;BOM JESUS DA LAPA;MUNICIPIO DE BOM JESUS DA LAPA;15000;Sim;
952;25/07/2025;municipio;GLÓRIA;MUNICIPIO DE GLORIA;18000;Sim;
953;25/07/2025;municipio;GLÓRIA;FUNDO MUNICIPAL DE ASSISTENCIA E BEM - ESTAR SOCIAL - FUMABES;3000;Sim;
954;25/07/2025;municipio;GLÓRIA;SECRETARIA MUNICIPAL DE EDUCACAO DE GLORIA-BA;4000;Sim;
955;25/07/2025;municipio;GLÓRIA;FMS-FUNDO MUNICIPAL DE SAUDE;5000;Sim;
956;25/07/2025;municipio;LAMARÃO;MUNICIPIO DE LAMARAO;9000;Sim;
957;25/07/2025;municipio;LAMARÃO;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;4000;Sim;
958;25/07/2025;municipio;LAMARÃO;SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTE E LAZER - SMECEL;4500;Sim;
959;25/07/2025;municipio;LAMARÃO;FUNDO MUNICIPAL DE SAUDE - FMS;4500;Sim;
960;25/07/2025;municipio;CANDEIAS;MUNICIPIO DE CANDEIAS;25500;Sim;
961;25/07/2025;municipio;CONDE;MUNICIPIO DE CONDE;20000;Sim;
962;25/07/2025;municipio;CONDE;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CONDE;5000;Sim;
964;25/07/2025;municipio;CONDE;FUNDO MUNICIPAL DE SAUDE DE CONDE;5000;Sim;
965;25/07/2025;municipio;CONDE;FUNDO MUNICIPAL DE EDUCACAO - FME;5000;Sim;
966;25/07/2025;municipio;GUARATINGA;MUNICIPIO DE GUARATINGA;10000;Sim;
967;25/07/2025;municipio;GUARATINGA;FUNDO MUNICIPAL DE SAUDE DE GUARATINGA;7500;Sim;
968;25/07/2025;municipio;GUARATINGA;FUNDO MUNICIPAL DE EDUCACAO - FME;7500;Sim;
969;25/07/2025;municipio;ITAJU DO COLÔNIA;MUNICIPIO DE ITAJU DO COLONIA;9000;Sim;
970;25/07/2025;municipio;ITAJU DO COLÔNIA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;4000;Sim;
971;25/07/2025;municipio;ITAJU DO COLÔNIA;FUNDO MUNICIPAL DE EDUCACAO DE ITAJU DO COLONIA;4500;Sim;
972;25/07/2025;municipio;ITAJU DO COLÔNIA;FUNDO MUNICIPAL DE SAUDE ITAJU DO COLONIA;4500;Sim;
973;25/07/2025;municipio;JAGUARIPE;MUNICIPIO DE JAGUARIPE;13000;Sim;
974;25/07/2025;municipio;JAGUARIPE;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS DE JAGUARIPE;3000;Sim;
975;25/07/2025;municipio;JAGUARIPE;SECRETARIA MUNICIPAL DE EDUCACAO DE JAGUARIPE;7000;Sim;
976;25/07/2025;municipio;JAGUARIPE;FUNDO MUNICIPAL DE SAUDE;7000;Sim;
977;25/07/2025;municipio;JAGUARIPE;MUNICIPIO DE JAGUARIPE;6000;Sim;
978;25/07/2025;municipio;JAGUARIPE;MUNICIPIO DE JAGUARIPE;4000;Sim;
979;25/07/2025;municipio;MUQUÉM DE SÃO FRANCISCO;MUNICIPIO DE MUQUEM DO SAO FRANCISCO;16000;Sim;
980;25/07/2025;municipio;MUQUÉM DE SÃO FRANCISCO;FUNDO MUNICIPAL DE SAUDE;5000;Sim;
981;25/07/2025;municipio;MUQUÉM DE SÃO FRANCISCO;SECRETARIA MUNICIPAL DA EDUCACAO SEMED;4000;Sim;
982;25/07/2025;municipio;MUQUÉM DE SÃO FRANCISCO;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;2000;Sim;
983;25/07/2025;municipio;MUQUÉM DE SÃO FRANCISCO;MUNICIPIO DE MUQUEM DO SAO FRANCISCO;4500;Sim;
984;25/07/2025;municipio;MUQUÉM DE SÃO FRANCISCO;SECRETARIA MUNICIPAL DA EDUCACAO SEMED;4500;Sim;
985;25/07/2025;municipio;MUQUÉM DE SÃO FRANCISCO;MUNICIPIO DE MUQUEM DO SAO FRANCISCO;20000;Sim;
986;25/07/2025;municipio;OLIVEIRA DOS BREJINHOS;PREFEITURA MUNICIPAL DE OLIVEIRA DOS BREJINHOS;12000;Sim;
987;25/07/2025;municipio;OLIVEIRA DOS BREJINHOS;FUNDO MUNIC. DE ASS. SOCIAL - OLIV. DOS BREJINHOS;8000;Sim;
988;25/07/2025;municipio;OLIVEIRA DOS BREJINHOS;SECRETARIA DE EDUCACAO DE OLIVEIRA DOS BREJINHOS;9000;Sim;
989;25/07/2025;municipio;OLIVEIRA DOS BREJINHOS;F. M. S. - Oliveira dos Brejinhos;9000;Sim;
990;25/07/2025;municipio;OLIVEIRA DOS BREJINHOS;SECRETARIA DE EDUCACAO DE OLIVEIRA DOS BREJINHOS;8000;Sim;
991;25/07/2025;municipio;SANTO ESTÊVÃO;MUNICIPIO DE SANTO ESTEVAO;15000;Sim;
992;25/07/2025;municipio;SANTO ESTÊVÃO;SECRETARIA DA EDUCACAO;5000;Sim;
993;25/07/2025;municipio;SANTO ESTÊVÃO;FUNDO MUNICIPAL DE SAUDE DE SANTO ESTEVAO;5000;Sim;
994;25/07/2025;municipio;SÃO FELIPE;MUNICIPIO DE SAO FELIPE;12000;Sim;
995;25/07/2025;municipio;SÃO FELIPE;FUNDO MUNICIPAL DE ACAO SOCIAL;3000;Sim;
996;25/07/2025;municipio;SÃO FELIPE;SECRETARIA MUNICIPAL DE EDUCACAO DE SAO FELIPE;4000;Sim;
997;25/07/2025;municipio;SÃO FELIPE;FUNDO MUNICIPAL DE SAUDE;6000;Sim;
998;25/07/2025;municipio;SÃO FELIPE;MUNICIPIO DE SAO FELIPE;10000;Sim;
999;25/07/2025;municipio;ITABUNA;FUNDACAO ITABUNENSE DE CULTURA E CIDADANIA;9000;Sim;
1000;06/08/2025;municipio;SALVADOR;MARCONE AMARAL COSTA JUNIOR;4000;Sim;
1001;13/08/2025;camara;NORDESTINA;CAMARA DE VEREADOREA DE NORDESTINA;13000;Sim;
1002;13/08/2025;camara;NORDESTINA;CAMARA DE VEREADOREA DE NORDESTINA;8500;Sim;
1003;13/08/2025;camara;NORDESTINA;CAMARA DE VEREADOREA DE NORDESTINA;5455;Sim;
1004;13/08/2025;camara;NORDESTINA;CAMARA DE VEREADOREA DE NORDESTINA;5640;Sim;
1005;13/08/2025;camara;NORDESTINA;CAMARA DE VEREADOREA DE NORDESTINA;5760;Sim;
1006;14/08/2025;camara;SÁTIRO DIAS;CAMARA MUNICIPAL DE SATIRO DIAS;15000;Sim;
1007;14/08/2025;camara;SÁTIRO DIAS;CAMARA MUNICIPAL DE SATIRO DIAS;7000;Sim;
1008;14/08/2025;camara;SÁTIRO DIAS;CAMARA MUNICIPAL DE SATIRO DIAS;8000;Sim;
1009;14/08/2025;camara;CAMPO ALEGRE DE LOURDES;CAMARA MUNICIPAL DE CAMPO ALEGRE DE LOURDES;9000;Sim;
1010;14/08/2025;camara;CAMPO ALEGRE DE LOURDES;CAMARA MUNICIPAL DE CAMPO ALEGRE DE LOURDES;7500;Sim;
1011;14/08/2025;camara;CAMPO ALEGRE DE LOURDES;CAMARA MUNICIPAL DE CAMPO ALEGRE DE LOURDES;6000;Sim;
1012;14/08/2025;camara;CAMAMU;CAMAMU CAMARA DE VEREADORES;8750;Sim;
1013;14/08/2025;camara;SANTA BÁRBARA;CAMARA MUNICIPAL DE VEREADORES DE SANTA BARBARA B;9000;Sim;
1014;14/08/2025;camara;SANTA BÁRBARA;CAMARA MUNICIPAL DE VEREADORES DE SANTA BARBARA B;4800;Sim;
1015;14/08/2025;camara;SANTA BÁRBARA;CAMARA MUNICIPAL DE VEREADORES DE SANTA BARBARA B;4500;Sim;
1016;14/08/2025;camara;GLÓRIA;CAMARA MUNICIPAL DE GLORIA;10600;Sim;
1017;14/08/2025;camara;GLÓRIA;CAMARA MUNICIPAL DE GLORIA;6000;Sim;
1018;14/08/2025;camara;APORÁ;CAMARA MUNICIPAL DE APORA;15000;Sim;
1019;14/08/2025;camara;APORÁ;CAMARA MUNICIPAL DE APORA;7000;Sim;
1020;14/08/2025;camara;APORÁ;CAMARA MUNICIPAL DE APORA;4500;Sim;
1021;14/08/2025;camara;APORÁ;CAMARA MUNICIPAL DE APORA;4500;Sim;
1022;14/08/2025;camara;OLIVEIRA DOS BREJINHOS;CÂMARA MUNICIPAL DE OLIVEIRA DOS BREJINHOS;13000;Sim;
1023;14/08/2025;camara;OLIVEIRA DOS BREJINHOS;CÂMARA MUNICIPAL DE OLIVEIRA DOS BREJINHOS;4000;Sim;
1024;14/08/2025;camara;OLIVEIRA DOS BREJINHOS;CÂMARA MUNICIPAL DE OLIVEIRA DOS BREJINHOS;4700;Sim;
1025;14/08/2025;camara;QUIJINGUE;CAMARA MUNICIPAL DE QUIJINGUE;9000;Sim;
1026;14/08/2025;camara;QUIJINGUE;CAMARA MUNICIPAL DE QUIJINGUE;4000;Sim;
1027;14/08/2025;camara;QUIJINGUE;CAMARA MUNICIPAL DE QUIJINGUE;3500;Sim;
1028;14/08/2025;camara;MUQUÉM DE SÃO FRANCISCO;CAMARA MUNICIPAL DE MUQUEM DO SAO FRANCISCO;10000;Sim;
1029;14/08/2025;camara;MUQUÉM DE SÃO FRANCISCO;CAMARA MUNICIPAL DE MUQUEM DO SAO FRANCISCO;4500;Sim;
1030;14/08/2025;camara;MUQUÉM DE SÃO FRANCISCO;CAMARA MUNICIPAL DE MUQUEM DO SAO FRANCISCO;2500;Sim;
1031;14/08/2025;municipio;SÃO MIGUEL DAS MATAS;MUNICIPIO DE SAO MIGUEL DAS MATAS;20625;Sim;
1032;19/08/2025;municipio;CAMPO ALEGRE DE LOURDES;MUNICIPIO DE CAMPO ALEGRE DE LOURDES;12000;Sim;
1033;19/08/2025;municipio;CAMPO ALEGRE DE LOURDES;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;6000;Sim;
1034;19/08/2025;municipio;CAMPO ALEGRE DE LOURDES;NOME EMPRESARIAL FUNDO MUNICIPAL DE SAUDE CAMPO ALEGRE DE LOURDES;7000;Sim;
1035;19/08/2025;municipio;CAMPO ALEGRE DE LOURDES;FUNDO MUNICIPAL DE EDUCACAO DE CAMPO ALEGRE DE LOURDES;7000;Sim;
1036;19/08/2025;municipio;PAULO AFONSO;CONSORCIO PUBLICO INTERFEDERATIVO DE SAUDE DA REGIAO DE PAULO AFONSO;10000;Sim;
1037;20/08/2025;camara;VALENÇA;VALENCA-CAMARA MUNICIPAL DE VEREADORES;15000;Sim;
1039;25/08/2025;municipio;IBIRATAIA;MUNICIPIO DE IBIRATAIA;20000;Sim;
1040;25/08/2025;municipio;WENCESLAU GUIMARÃES;MUNICIPIO DE WENCESLAU GUIMARAES;18000;Sim;
1041;25/08/2025;municipio;WENCESLAU GUIMARÃES;FUNDO MUNICIPAL DE SAUDE FMS;6500;Sim;
1042;25/08/2025;municipio;WENCESLAU GUIMARÃES;FUNDO MUNICIPAL DE EDUCACAO - FME DO MUNICIPIO DE WENCESLAU GUIMARAES;4000;Sim;
1043;25/08/2025;municipio;WENCESLAU GUIMARÃES;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;4000;Sim;
1044;25/08/2025;municipio;WENCESLAU GUIMARÃES;MUNICIPIO DE WENCESLAU GUIMARAES;5000;Sim;
1045;25/08/2025;municipio;WENCESLAU GUIMARÃES;MUNICIPIO DE WENCESLAU GUIMARAES;10000;Sim;
1046;25/08/2025;municipio;SANTA BÁRBARA;MUNICIPIO DE SANTA BARBARA;15000;Sim;
1048;25/08/2025;municipio;SANTA BÁRBARA;SECRETARIA MUNICIPAL DE EDUCACAO DE SANTA BARBARA;6500;Sim;
1049;25/08/2025;municipio;SANTA BÁRBARA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;4500;Sim;
1050;25/08/2025;municipio;SANTA BÁRBARA;UMSAUDE - FUNDO MUNICIPAL DE SAUDE DE SANTA BARBARA;6500;Sim;
1051;25/08/2025;municipio;BARROCAS;MUNICIPIO DE BARROCAS;9000;Sim;
1052;25/08/2025;municipio;BARROCAS;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;4000;Sim;
1053;25/08/2025;municipio;BARROCAS;MUNICIPIO DE BARROCAS;4000;Sim;
1054;25/08/2025;municipio;BARROCAS;FUNDO MUNICIPAL DE SAUDE;4000;Sim;
1055;25/08/2025;municipio;BARROCAS;MUNICIPIO DE BARROCAS;4500;Sim;
1056;25/08/2025;municipio;BARROCAS;MUNICIPIO DE BARROCAS;4500;Sim;
1057;25/08/2025;municipio;BOA VISTA DO TUPIM;MUNICIPIO DE BOA VISTA DO TUPIM;6500;Sim;
1058;25/08/2025;municipio;BOM JESUS DA LAPA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL FMAS;4000;Sim;
1059;25/08/2025;municipio;BOA VISTA DO TUPIM;MUNICIPIO DE BOA VISTA DO TUPIM;4000;Sim;
1060;25/08/2025;municipio;BOA VISTA DO TUPIM;FUNDO MUNICIPAL DE SAUDE FUNSAUDE;4000;Sim;
1061;25/08/2025;municipio;BOA VISTA DO TUPIM;MUNICIPIO DE BOA VISTA DO TUPIM;4500;Sim;
1062;25/08/2025;municipio;IBIRAPITANGA;MUNICIPIO DE IBIRAPITANGA;15500;Sim;
1063;25/08/2025;municipio;IBIRAPITANGA;FUNDO MUNICIPAL DE EDUCACIONAL - FME;5000;Sim;
1064;25/08/2025;municipio;IBIRAPITANGA;FUNDO MUNICIPAL DE SAUDE IBIRAPITANGA;5000;Sim;
1065;25/08/2025;municipio;SOUTO SOARES;MUNICIPIO DE SOUTO SOARES;6000;Sim;
1066;25/08/2025;municipio;SOUTO SOARES;FUNDO MUNICIPAL DE SAUDE DE SOUTO SOARES;4000;Sim;
1067;25/08/2025;municipio;SOUTO SOARES;FUNDO MUNICIPAL DE EDUCACAO DE SOUTO SOARES;4000;Sim;
1068;25/08/2025;municipio;SOUTO SOARES;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE SOUTO SOARES;4000;Sim;
1069;25/08/2025;municipio;JIQUIRIÇÁ;FUNDO MUNICIPAL DE EDUCACAO - FMED;910,2;;
1070;25/08/2025;municipio;JIQUIRIÇÁ;FUNDO MUNICIPAL DE SAUDE DE JIQUIRICA;910,2;;
1071;25/08/2025;municipio;QUIJINGUE;MUNICIPIO DE QUIJINGUE;13000;Sim;
1072;25/08/2025;municipio;QUIJINGUE;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;5000;Sim;
1073;25/08/2025;municipio;QUIJINGUE;SECRETARIA MUNICIPAL DA EDUCACAO;6000;Sim;
1074;25/08/2025;municipio;QUIJINGUE;FUNDO MUNICIPAL DE SAUDE DE QUIJINGUE;6000;Sim;
1076;25/08/2025;municipio;PEDRO ALEXANDRE;MUNICIPIO DE PEDRO ALEXANDRE;18000;Sim;
1077;25/08/2025;municipio;PEDRO ALEXANDRE;FUNDO MUNICIPAL DE SAUDE;7000;Sim;
1078;25/08/2025;municipio;IGRAPIÚNA;MUNICIPI DE IGRAPIUNA;7000;Sim;
1079;25/08/2025;municipio;IGRAPIÚNA;FUNDO MUNICIPAL DE SAUDE;6000;Sim;
1080;25/08/2025;municipio;IGRAPIÚNA;FUNDO MUNICIPAL DE EDUCACAO DE IGRAPIUNA;6000;Sim;
1081;25/08/2025;municipio;IGRAPIÚNA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;4000;Sim;
1082;25/08/2025;municipio;ITUBERÁ;MUNICIPIO DE ITUBERA;17500;Sim;
1083;25/08/2025;municipio;ITUBERÁ;FUNDO MUNICIPAL DE SAUDE DE ITUBERA;4500;Sim;
1084;25/08/2025;municipio;ITUBERÁ;FUNDO MUNICIPAL DE EDUCACAO - FME;4500;Sim;
1085;25/08/2025;municipio;ITUBERÁ;FUNDO MUNICIPAL DE ASSISTENCIA SOCIA;4500;Sim;
1086;25/08/2025;municipio;SÃO FELIPE;MUNICIPIO DE SAO FELIPE;12000;Sim;
1088;25/08/2025;municipio;SÃO FELIPE;SECRETARIA MUNICIPAL DE EDUCACAO DE SAO FELIPE;4000;Sim;
1089;25/08/2025;municipio;SÃO FELIPE;FUNDO MUNICIPAL DE ACAO SOCIAL;3000;Sim;
1090;25/08/2025;municipio;SÃO FELIPE;FUNDO MUNICIPAL DE SAUDE;6000;Sim;
1091;25/08/2025;municipio;SÃO FELIPE;MUNICIPIO DE SAO FELIPE;10000;Sim;
1092;25/08/2025;municipio;BARRA DO ROCHA;MUNICIPIO DE BARRA DO ROCHA;10000;Sim;
1093;25/08/2025;municipio;BARRA DO ROCHA;FUNDO MUNICIPAL DE SAUDE DE BARRA DO ROCHA-BA;4400;Sim;
1094;25/08/2025;municipio;BARRA DO ROCHA;SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTES E LAZER;4600;Sim;
1095;25/08/2025;municipio;BURITIRAMA;MUNICIPIO DE BURITIRAMA;14000;Sim;
1096;25/08/2025;municipio;BURITIRAMA;SECRETARIA MUNICIPAL DE EDUCACAO;9000;Sim;
1097;25/08/2025;municipio;BURITIRAMA;FUNDO MUNICIPAL DE SAUDE DE BURITIRAMA;9000;Sim;
1098;25/08/2025;municipio;BURITIRAMA;MUNICIPIO DE BURITIRAMA;8100;Sim;
1099;25/08/2025;municipio;JAGUARIPE;MUNICIPIO DE JAGUARIPE;13000;Não;
1100;25/08/2025;municipio;JAGUARIPE;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS DE JAGUARIPE;3000;Sim;
1101;25/08/2025;municipio;JAGUARIPE;SECRETARIA MUNICIPAL DE EDUCACAO DE JAGUARIPE;7000;Sim;
1102;25/08/2025;municipio;JAGUARIPE;FUNDO MUNICIPAL DE SAUDE;7000;Sim;
1103;25/08/2025;municipio;JAGUARIPE;MUNICIPIO DE JAGUARIPE;4000;Sim;
1104;25/08/2025;municipio;JAGUARIPE;MUNICIPIO DE JAGUARIPE;6000;Sim;
1105;25/08/2025;municipio;SEABRA;MUNICIPIO DE SEABRA;15000;Sim;
1106;25/08/2025;municipio;SEABRA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE SEABRA;5000;Sim;
1107;25/08/2025;municipio;SEABRA;FUNDO MUNICIPAL DE SAUDE;5000;Sim;
1108;25/08/2025;municipio;SEABRA;FUNDO MUNICIPAL DE EDUCACAO - FME;5000;Sim;
