numero_nfse;data_emissao;tipo_entidade;municipio;cliente_nome;valor_mensal;pago_ou_não;
1196;16/09/2025;camara;QUIJINGUE;CAMARA MUNICIPAL DE QUIJINGUE;9000;Sim;
1197;16/09/2025;camara;QUIJINGUE;CAMARA MUNICIPAL DE QUIJINGUE;4000;Sim;
1198;16/09/2025;camara;QUIJINGUE;CAMARA MUNICIPAL DE QUIJINGUE;3500;Sim;
1199;16/09/2025;camara;MUQUÉM DE SÃO FRANCISCO;CAMARA MUNICIPAL DE MUQUEM DO SAO FRANCISCO;10000;Sim;
1200;16/09/2025;camara;MUQUÉM DE SÃO FRANCISCO;CAMARA MUNICIPAL DE MUQUEM DO SAO FRANCISCO;4500;Sim;
1201;16/09/2025;camara;MUQUÉM DE SÃO FRANCISCO;CAMARA MUNICIPAL DE MUQUEM DO SAO FRANCISCO;2500;Sim;
1202;16/09/2025;camara;GLÓRIA;CAMARA MUNICIPAL DE GLORIA;10600;Sim;
1203;16/09/2025;camara;GLÓRIA;CAMARA MUNICIPAL DE GLORIA;6000;Sim;
1204;16/09/2025;camara;RAFAEL JAMBEIRO;RAFAEL JAMBEIRO CAMARA MUNICIPAL;10000;Sim;
1205;16/09/2025;camara;RAFAEL JAMBEIRO;RAFAEL JAMBEIRO CAMARA MUNICIPAL;5000;Sim;
1206;16/09/2025;camara;RAFAEL JAMBEIRO;RAFAEL JAMBEIRO CAMARA MUNICIPAL;5000;Sim;
1207;16/09/2025;camara;VALENÇA;VALENCA-CAMARA MUNICIPAL DE VEREADORES;15000;Sim;
1208;16/09/2025;municipio;SALVADOR;INSTITUTO DE SAUDE PUBLICA INTEGRADA - INSPI;6000;Sim;
1209;16/09/2025;municipio;SALVADOR;INSTITUTO DE SAUDE PUBLICA INTEGRADA - INSPI;6000;Sim;
1210;22/09/2025;municipio;PAULO AFONSO;CONSORCIO PUBLICO INTERFEDERATIVO DE SAUDE DA REGIAO DE PAULO AFONSO;10000;Sim;
1211;25/09/2025;municipio;JIQUIRIÇÁ;FUNDO MUNICIPAL DE EDUCACAO - FMED;910,2;;
1212;25/09/2025;municipio;JIQUIRIÇÁ;FUNDO MUNICIPAL DE SAUDE DE JIQUIRICA;910,2;;
1213;25/09/2025;municipio;IGRAPIÚNA;MUNICIPI DE IGRAPIUNA;8920;Sim;
1214;25/09/2025;municipio;CONCEIÇÃO DA FEIRA;MUNICIPIO DE CONCEICAO DA FEIRA;6500;;
1215;25/09/2025;municipio;CONCEIÇÃO DA FEIRA;MUNICIPIO DE CONCEICAO DA FEIRA;6500;;
1216;26/09/2025;municipio;IBIRATAIA;MUNICIPIO DE IBIRATAIA;20000;Sim;
1217;26/09/2025;municipio;WENCESLAU GUIMARÃES;MUNICIPIO DE WENCESLAU GUIMARAES;18000;Sim;
1218;26/09/2025;municipio;WENCESLAU GUIMARÃES;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;4000;Sim;
1219;26/09/2025;municipio;WENCESLAU GUIMARÃES;FUNDO MUNICIPAL DE EDUCACAO - FME DO MUNICIPIO DE WENCESLAU GUIMARAES;4000;Sim;
1220;26/09/2025;municipio;WENCESLAU GUIMARÃES;FUNDO MUNICIPAL DE SAUDE FMS;6500;Sim;
1221;26/09/2025;municipio;WENCESLAU GUIMARÃES;MUNICIPIO DE WENCESLAU GUIMARAES;5000;Sim;
1222;26/09/2025;municipio;WENCESLAU GUIMARÃES;MUNICIPIO DE WENCESLAU GUIMARAES;10000;Sim;
1223;26/09/2025;municipio;IGRAPIÚNA;MUNICIPI DE IGRAPIUNA;7000;Sim;
1224;26/09/2025;municipio;IGRAPIÚNA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;4000;Sim;
1225;26/09/2025;municipio;IGRAPIÚNA;FUNDO MUNICIPAL DE EDUCACAO DE IGRAPIUNA;6000;Sim;
1226;26/09/2025;municipio;IGRAPIÚNA;FUNDO MUNICIPAL DE SAUDE;6000;Sim;
1227;26/09/2025;municipio;BOA VISTA DO TUPIM;MUNICIPIO DE BOA VISTA DO TUPIM;6500;Sim;
1228;26/09/2025;municipio;BOM JESUS DA LAPA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL FMAS;4000;Sim;
1229;26/09/2025;municipio;BOA VISTA DO TUPIM;MUNICIPIO DE BOA VISTA DO TUPIM;4000;Sim;
1230;26/09/2025;municipio;BOA VISTA DO TUPIM;FUNDO MUNICIPAL DE SAUDE FUNSAUDE;4000;Sim;
1231;26/09/2025;municipio;BOA VISTA DO TUPIM;MUNICIPIO DE BOA VISTA DO TUPIM;4000;Sim;
1232;26/09/2025;municipio;BOA VISTA DO TUPIM;MUNICIPIO DE BOA VISTA DO TUPIM;14995;Sim;
1233;29/09/2025;municipio;BARROCAS;MUNICIPIO DE BARROCAS;9000;Sim;
1234;29/09/2025;municipio;BARROCAS;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;4000;Sim;
1235;29/09/2025;municipio;BARROCAS;MUNICIPIO DE BARROCAS;4000;Sim;
1236;29/09/2025;municipio;BARROCAS;FUNDO MUNICIPAL DE SAUDE;4000;Sim;
1237;29/09/2025;municipio;BARROCAS;MUNICIPIO DE BARROCAS;4500;Sim;
1238;29/09/2025;municipio;IBIRAPITANGA;MUNICIPIO DE IBIRAPITANGA;15500;Sim;
1239;29/09/2025;municipio;BARROCAS;MUNICIPIO DE BARROCAS;4500;Sim;
1240;29/09/2025;municipio;IBIRAPITANGA;FUNDO MUNICIPAL DE EDUCACIONAL - FME;5000;Sim;
1241;29/09/2025;municipio;IBIRAPITANGA;FUNDO MUNICIPAL DE SAUDE IBIRAPITANGA;5000;Sim;
1242;29/09/2025;municipio;SOUTO SOARES;MUNICIPIO DE SOUTO SOARES;6000;Sim;
1243;29/09/2025;municipio;SOUTO SOARES;FUNDO MUNICIPAL DE EDUCACAO DE SOUTO SOARES;4000;Sim;
1244;29/09/2025;municipio;SOUTO SOARES;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE SOUTO SOARES;4000;Sim;
1245;29/09/2025;municipio;SOUTO SOARES;FUNDO MUNICIPAL DE SAUDE DE SOUTO SOARES;4000;Sim;
1246;29/09/2025;municipio;ANDORINHA;MUNICIPIO DE ANDORINHA;12050;Sim;
1247;29/09/2025;municipio;ANDORINHA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;6000;Sim;
1248;29/09/2025;municipio;ANDORINHA;SECRETARIA MUNICIPAL DE EDUCACAO;8000;Sim;
1249;29/09/2025;municipio;ANDORINHA;FUNDO MUNICIPAL DE SAUDE DE ANDORINHA;8000;Sim;
1250;29/09/2025;municipio;ANDORINHA;MUNICIPIO DE ANDORINHA;14000;Sim;
1251;29/09/2025;municipio;PEDRO ALEXANDRE;MUNICIPIO DE PEDRO ALEXANDRE;18000;Sim;
1252;29/09/2025;municipio;PEDRO ALEXANDRE;FUNDO MUNICIPAL DE SAUDE;7000;Sim;
1253;29/09/2025;municipio;QUIJINGUE;MUNICIPIO DE QUIJINGUE;13000;Sim;
1254;29/09/2025;municipio;QUIJINGUE;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;5000;Sim;
1255;29/09/2025;municipio;QUIJINGUE;SECRETARIA MUNICIPAL DA EDUCACAO;6000;Sim;
1256;29/09/2025;municipio;QUIJINGUE;FUNDO MUNICIPAL DE SAUDE DE QUIJINGUE;6000;Sim;
1257;29/09/2025;municipio;ITUBERÁ;MUNICIPIO DE ITUBERA;17500;Sim;
1258;29/09/2025;municipio;ITUBERÁ;FUNDO MUNICIPAL DE ASSISTENCIA SOCIA;4500;Sim;
1259;29/09/2025;municipio;ITUBERÁ;FUNDO MUNICIPAL DE EDUCACAO - FME;4500;Sim;
1260;29/09/2025;municipio;ITUBERÁ;FUNDO MUNICIPAL DE SAUDE DE ITUBERA;4500;Sim;
1261;29/09/2025;municipio;SÃO FELIPE;MUNICIPIO DE SAO FELIPE;12000;Sim;
1262;29/09/2025;municipio;SÃO FELIPE;FUNDO MUNICIPAL DE ACAO SOCIAL;3000;Sim;
1263;29/09/2025;municipio;SÃO FELIPE;SECRETARIA MUNICIPAL DE EDUCACAO DE SAO FELIPE;4000;Sim;
1264;29/09/2025;municipio;SÃO FELIPE;FUNDO MUNICIPAL DE SAUDE;6000;Sim;
1265;29/09/2025;municipio;SÃO FELIPE;MUNICIPIO DE SAO FELIPE;10000;Sim;
1266;29/09/2025;municipio;BOA VISTA DO TUPIM;MUNICIPIO DE BOA VISTA DO TUPIM;4500;Sim;
1267;29/09/2025;municipio;BARRA DO ROCHA;MUNICIPIO DE BARRA DO ROCHA;10000;Sim;
1268;29/09/2025;municipio;BARRA DO ROCHA;SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTES E LAZER;4600;Sim;
1269;29/09/2025;municipio;BARRA DO ROCHA;FUNDO MUNICIPAL DE SAUDE DE BARRA DO ROCHA-BA;4400;Sim;
1270;29/09/2025;municipio;BURITIRAMA;MUNICIPIO DE BURITIRAMA;14000;Sim;
1271;29/09/2025;municipio;BURITIRAMA;SECRETARIA MUNICIPAL DE EDUCACAO;9000;Sim;
1272;29/09/2025;municipio;BURITIRAMA;FUNDO MUNICIPAL DE SAUDE DE BURITIRAMA;9000;Sim;
1273;29/09/2025;municipio;BURITIRAMA;MUNICIPIO DE BURITIRAMA;8100;Sim;
1274;29/09/2025;municipio;JAGUARIPE;MUNICIPIO DE JAGUARIPE;13000;Sim;
1275;29/09/2025;municipio;JAGUARIPE;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS DE JAGUARIPE;3000;Sim;
1276;29/09/2025;municipio;JAGUARIPE;SECRETARIA MUNICIPAL DE EDUCACAO DE JAGUARIPE;7000;Sim;
1277;29/09/2025;municipio;JAGUARIPE;FUNDO MUNICIPAL DE SAUDE;7000;Sim;
1278;29/09/2025;municipio;JAGUARIPE;FUNDO MUNICIPAL DE SAUDE;4000;Sim;
1279;29/09/2025;municipio;JAGUARIPE;FUNDO MUNICIPAL DE SAUDE;6000;Sim;
1280;29/09/2025;municipio;JAGUARIPE;MUNICIPIO DE JAGUARIPE;4000;Sim;
1281;29/09/2025;municipio;JAGUARIPE;MUNICIPIO DE JAGUARIPE;6000;Sim;
1282;29/09/2025;municipio;SEABRA;MUNICIPIO DE SEABRA;15000;Sim;
1283;29/09/2025;municipio;SEABRA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE SEABRA;5000;Sim;
1284;29/09/2025;municipio;SEABRA;FUNDO MUNICIPAL DE EDUCACAO - FME;5000;Sim;
1285;29/09/2025;municipio;SEABRA;FUNDO MUNICIPAL DE SAUDE;5000;Sim;
1286;29/09/2025;municipio;SEABRA;MUNICIPIO DE SEABRA;9600;Sim;
1287;29/09/2025;municipio;SANTO ESTÊVÃO;MUNICIPIO DE SANTO ESTEVAO;15000;Sim;
1288;29/09/2025;municipio;SANTO ESTÊVÃO;SECRETARIA DA EDUCACAO;5000;Sim;
1289;29/09/2025;municipio;SANTO ESTÊVÃO;SECRETARIA DA EDUCACAO;5000;Sim;
1290;29/09/2025;municipio;SANTO ESTÊVÃO;FUNDO MUNICIPAL DE SAUDE DE SANTO ESTEVAO;5000;Sim;
1291;29/09/2025;municipio;MUQUÉM DE SÃO FRANCISCO;MUNICIPIO DE MUQUEM DO SAO FRANCISCO;16000;Sim;
1292;29/09/2025;municipio;MUQUÉM DE SÃO FRANCISCO;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;2000;Sim;
1293;29/09/2025;municipio;MUQUÉM DE SÃO FRANCISCO;SECRETARIA MUNICIPAL DA EDUCACAO SEMED;4000;Sim;
1294;29/09/2025;municipio;MUQUÉM DE SÃO FRANCISCO;FUNDO MUNICIPAL DE SAUDE;5000;Sim;
1295;29/09/2025;municipio;MUQUÉM DE SÃO FRANCISCO;MUNICIPIO DE MUQUEM DO SAO FRANCISCO;4500;Sim;
1297;29/09/2025;municipio;MUQUÉM DE SÃO FRANCISCO;MUNICIPIO DE MUQUEM DO SAO FRANCISCO;20000;Sim;
1298;30/09/2025;municipio;ITAJU DO COLÔNIA;MUNICIPIO DE ITAJU DO COLONIA;9000;Sim;
1299;30/09/2025;municipio;ITAJU DO COLÔNIA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;4000;Sim;
1300;30/09/2025;municipio;ITAJU DO COLÔNIA;FUNDO MUNICIPAL DE EDUCACAO DE ITAJU DO COLONIA;4500;Sim;
1301;30/09/2025;municipio;ITAJU DO COLÔNIA;FUNDO MUNICIPAL DE SAUDE ITAJU DO COLONIA;4500;Sim;
1302;30/09/2025;municipio;OLIVEIRA DOS BREJINHOS;PREFEITURA MUNICIPAL DE OLIVEIRA DOS BREJINHOS;12000;Sim;
1303;30/09/2025;municipio;OLIVEIRA DOS BREJINHOS;FUNDO MUNIC. DE ASS. SOCIAL - OLIV. DOS BREJINHOS;8000;Sim;
1304;30/09/2025;municipio;OLIVEIRA DOS BREJINHOS;SECRETARIA DE EDUCACAO DE OLIVEIRA DOS BREJINHOS;9000;Sim;
1305;30/09/2025;municipio;OLIVEIRA DOS BREJINHOS;SECRETARIA MUNICIPAL DE SAUDE - CNES 3238334;9000;Sim;
1306;30/09/2025;municipio;OLIVEIRA DOS BREJINHOS;SECRETARIA DE EDUCACAO DE OLIVEIRA DOS BREJINHOS;8000;Sim;
1307;30/09/2025;municipio;SANTA BÁRBARA;MUNICIPIO DE SANTA BARBARA;15000;Sim;
1308;30/09/2025;municipio;SANTA BÁRBARA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;4500;Sim;
1309;30/09/2025;municipio;SANTA BÁRBARA;SECRETARIA MUNICIPAL DE EDUCACAO DE SANTA BARBARA;6500;Sim;
1310;30/09/2025;municipio;OLIVEIRA DOS BREJINHOS;UMSAUDE - FUNDO MUNICIPAL DE SAUDE DE SANTA BARBARA;6500;Sim;
1311;30/09/2025;municipio;LAMARÃO;MUNICIPIO DE LAMARAO;9000;Sim;
1312;30/09/2025;municipio;LAMARÃO;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;4000;Sim;
1313;30/09/2025;municipio;LAMARÃO;SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTE E LAZER - SMECEL;4500;Sim;
1314;30/09/2025;municipio;LAMARÃO;FUNDO MUNICIPAL DE SAUDE - FMS;4500;Sim;
1315;30/09/2025;municipio;BOTUPORÃ;MUNICIPIO DE BOTUPORA;14375;Sim;
1316;30/09/2025;municipio;BOTUPORÃ;FUNDO MUNICIPAL DE EDUCACAO-FME;10062,5;Sim;
1317;30/09/2025;municipio;BOTUPORÃ;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE BOTUPORA;10062,5;Sim;
1318;30/09/2025;municipio;SÃO MIGUEL DAS MATAS;MUNICIPIO DE SAO MIGUEL DAS MATAS;20625;Sim;
1319;30/09/2025;municipio;SÃO MIGUEL DAS MATAS;MUNICIPIO DE SAO MIGUEL DAS MATAS;7667;Sim;
1320;30/09/2025;municipio;GUARATINGA;MUNICIPIO DE GUARATINGA;10000;Sim;
1321;30/09/2025;municipio;GUARATINGA;FUNDO MUNICIPAL DE EDUCACAO - FME;7500;Sim;
1322;30/09/2025;municipio;GUARATINGA;FUNDO MUNICIPAL DE SAUDE DE GUARATINGA;7500;Sim;
1323;30/09/2025;municipio;CARDEAL DA SILVA;MUNICIPIO DE CARDEAL DA SILVA;9000;Sim;
1324;30/09/2025;municipio;CARDEAL DA SILVA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;4500;Sim;
1325;30/09/2025;municipio;CARDEAL DA SILVA;FUNDO MUNICIPAL DE SAUDE DE CARDEAL DA SILVA;4500;Sim;
1326;30/09/2025;municipio;CARDEAL DA SILVA;FUNDO MUNICIPAL DE SAUDE DE CARDEAL DA SILVA;4500;Sim;
1327;30/09/2025;municipio;CAMPO ALEGRE DE LOURDES;MUNICIPIO DE CAMPO ALEGRE DE LOURDES;12000;Sim;
1328;30/09/2025;municipio;CAMPO ALEGRE DE LOURDES;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;6000;Não;
1329;30/09/2025;municipio;CAMPO ALEGRE DE LOURDES;FUNDO MUNICIPAL DE EDUCACAO DE CAMPO ALEGRE DE LOURDES;7000;Sim;
1330;30/09/2025;municipio;CAMPO ALEGRE DE LOURDES;NOME EMPRESARIAL FUNDO MUNICIPAL DE SAUDE CAMPO ALEGRE DE LOURDES;7000;Não;
1332;30/09/2025;municipio;CONDE;MUNICIPIO DE CONDE;20000;Sim;
1333;30/09/2025;municipio;CONDE;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CONDE;5000;Sim;
1334;30/09/2025;municipio;CONDE;FUNDO MUNICIPAL DE EDUCACAO - FME;5000;Sim;
1335;30/09/2025;municipio;CONDE;FUNDO MUNICIPAL DE SAUDE DE CONDE;5000;Sim;
1336;30/09/2025;municipio;IBOTIRAMA;PREFEITURA MUNICIPAL DE IBOTIRAMA;22000;Sim;
1337;30/09/2025;municipio;OLIVEIRA DOS BREJINHOS;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE IBOTIRAMA;3000;Sim;
1338;30/09/2025;municipio;IBOTIRAMA;FUNDO MUNICIPAL DE EDUCACAO - FME;3000;Sim;
1339;30/09/2025;municipio;MUQUÉM DE SÃO FRANCISCO;SECRETARIA MUNICIPAL DA EDUCACAO SEMED;4500;Sim;
1340;30/09/2025;municipio;IBOTIRAMA;FUNDO MUNICIPAL DE SAUDE;5000;Sim;
1341;30/09/2025;municipio;CANDEIAS;MUNICIPIO DE CANDEIAS;25000;Sim;
1342;30/09/2025;municipio;BOM JESUS DA LAPA;MUNICIPIO DE BOM JESUS DA LAPA;21000;Sim;
1343;01/10/2025;municipio;BOM JESUS DA LAPA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;3000;Sim;
1344;01/10/2025;municipio;BOM JESUS DA LAPA;FUNDO MUNICIPAL DE EDUCACAO DO MUNICIPIO DE BOM JESUS DA LAPA;3000;Sim;
1345;01/10/2025;municipio;BOM JESUS DA LAPA;NOME EMPRESARIAL FUNDO MUNICIPAL DE SAUDE DE BOM JESUS DA LAPA;3000;Sim;
1346;01/10/2025;municipio;OLIVEIRA DOS BREJINHOS;MUNICIPIO DE BOM JESUS DA LAPA;15000;Sim;
1347;01/10/2025;municipio;GLÓRIA;MUNICIPIO DE GLORIA;18000;Sim;
1348;01/10/2025;municipio;GLÓRIA;FUNDO MUNICIPAL DE ASSISTENCIA E BEM - ESTAR SOCIAL - FUMABES;3000;Sim;
1349;01/10/2025;municipio;GLÓRIA;SECRETARIA MUNICIPAL DE EDUCACAO DE GLORIA-BA;4000;Sim;
1350;01/10/2025;municipio;GLÓRIA;FMS-FUNDO MUNICIPAL DE SAUDE;5000;Sim;
1351;01/10/2025;municipio;ITABUNA;FUNDACAO ITABUNENSE DE CULTURA E CIDADANIA;9000;Sim;
1352;06/10/2025;municipio;SALVADOR;MARCONE AMARAL COSTA JUNIOR;9000;Sim;
1353;06/10/2025;camara;CAMPO ALEGRE DE LOURDES;CAMARA MUNICIPAL DE CAMPO ALEGRE DE LOURDES;9000;Sim;
1354;06/10/2025;municipio;SALVADOR;INSTITUTO DE SAUDE PUBLICA INTEGRADA - INSPI;6000;Sim;
1355;14/10/2025;camara;NORDESTINA;CAMARA DE VEREADOREA DE NORDESTINA;13000;Sim;
1356;14/10/2025;camara;NORDESTINA;CAMARA DE VEREADOREA DE NORDESTINA;8500;Sim;
1357;14/10/2025;camara;NORDESTINA;CAMARA DE VEREADOREA DE NORDESTINA;5455;Sim;
1358;14/10/2025;camara;NORDESTINA;CAMARA DE VEREADOREA DE NORDESTINA;5640;Sim;
1359;14/10/2025;camara;NORDESTINA;CAMARA DE VEREADOREA DE NORDESTINA;5760;Sim;
1360;15/10/2025;municipio;BOA VISTA DO TUPIM;MUNICIPIO DE BOA VISTA DO TUPIM;14995;Sim;
1361;15/10/2025;municipio;PAULO AFONSO;CONSORCIO PUBLICO INTERFEDERATIVO DE SAUDE DA REGIAO DE PAULO AFONSO;10000;Sim;
1362;15/10/2025;municipio;BARRA DO ROCHA;MUNICIPIO DE BARRA DO ROCHA;19000;Não;
1363;16/10/2025;camara;OLIVEIRA DOS BREJINHOS;CÂMARA MUNICIPAL DE OLIVEIRA DOS BREJINHOS;13000;Sim;
1364;16/10/2025;camara;OLIVEIRA DOS BREJINHOS;CÂMARA MUNICIPAL DE OLIVEIRA DOS BREJINHOS;4700;Sim;
1365;16/10/2025;camara;OLIVEIRA DOS BREJINHOS;CÂMARA MUNICIPAL DE OLIVEIRA DOS BREJINHOS;4000;Sim;
1366;16/10/2025;camara;SÁTIRO DIAS;CAMARA MUNICIPAL DE SATIRO DIAS;15000;Sim;
1367;16/10/2025;camara;SÁTIRO DIAS;CAMARA MUNICIPAL DE SATIRO DIAS;8000;Sim;
1368;16/10/2025;camara;SÁTIRO DIAS;CAMARA MUNICIPAL DE SATIRO DIAS;7000;Sim;
1369;16/10/2025;camara;CAMPO ALEGRE DE LOURDES;CAMARA MUNICIPAL DE CAMPO ALEGRE DE LOURDES;9000;Sim;
1370;16/10/2025;camara;CAMPO ALEGRE DE LOURDES;CAMARA MUNICIPAL DE CAMPO ALEGRE DE LOURDES;7500;Sim;
1371;16/10/2025;camara;CAMPO ALEGRE DE LOURDES;CAMARA MUNICIPAL DE CAMPO ALEGRE DE LOURDES;6000;Sim;
1372;16/10/2025;camara;CAMAMU;CAMAMU CAMARA DE VEREADORES;8750;Sim;
1373;16/10/2025;camara;APORÁ;CAMARA MUNICIPAL DE APORA;15000;Sim;
1374;16/10/2025;camara;APORÁ;CAMARA MUNICIPAL DE APORA;7000;Sim;
1375;16/10/2025;camara;APORÁ;CAMARA MUNICIPAL DE APORA;4500;Sim;
1376;16/10/2025;camara;APORÁ;CAMARA MUNICIPAL DE APORA;4500;Sim;
1377;16/10/2025;camara;SANTA BÁRBARA;CAMARA MUNICIPAL DE VEREADORES DE SANTA BARBARA B;9000;Sim;
1378;16/10/2025;camara;SANTA BÁRBARA;CAMARA MUNICIPAL DE VEREADORES DE SANTA BARBARA B;4500;Sim;
1379;16/10/2025;camara;SANTA BÁRBARA;CAMARA MUNICIPAL DE VEREADORES DE SANTA BARBARA B;4800;Sim;
1380;16/10/2025;camara;QUIJINGUE;CAMARA MUNICIPAL DE QUIJINGUE;9000;Sim;
1381;16/10/2025;camara;QUIJINGUE;CAMARA MUNICIPAL DE QUIJINGUE;4000;Sim;
1382;16/10/2025;camara;QUIJINGUE;CAMARA MUNICIPAL DE QUIJINGUE;3500;Sim;
1383;16/10/2025;camara;MUQUÉM DE SÃO FRANCISCO;CAMARA MUNICIPAL DE MUQUEM DO SAO FRANCISCO;10000;Sim;
1384;16/10/2025;camara;MUQUÉM DE SÃO FRANCISCO;CAMARA MUNICIPAL DE MUQUEM DO SAO FRANCISCO;4500;Sim;
1385;16/10/2025;camara;MUQUÉM DE SÃO FRANCISCO;CAMARA MUNICIPAL DE MUQUEM DO SAO FRANCISCO;2500;Sim;
1386;16/10/2025;camara;GLÓRIA;CAMARA MUNICIPAL DE GLORIA;10600;Sim;
1387;16/10/2025;camara;GLÓRIA;CAMARA MUNICIPAL DE GLORIA;6000;Sim;
1388;16/10/2025;camara;RAFAEL JAMBEIRO;RAFAEL JAMBEIRO CAMARA MUNICIPAL;10000;Sim;
1389;16/10/2025;camara;RAFAEL JAMBEIRO;RAFAEL JAMBEIRO CAMARA MUNICIPAL;5000;Sim;
1390;16/10/2025;camara;RAFAEL JAMBEIRO;RAFAEL JAMBEIRO CAMARA MUNICIPAL;5000;Sim;
1391;16/10/2025;camara;VALENÇA;VALENCA-CAMARA MUNICIPAL DE VEREADORES;15000;Sim;
1392;16/10/2025;camara;CAMPO ALEGRE DE LOURDES;CAMARA MUNICIPAL DE CAMPO ALEGRE DE LOURDES;9000;Sim;
1393;20/10/2025;municipio;CANDEIAS;MUNICIPIO DE CANDEIAS;25500;Sim;
1394;20/10/2025;municipio;CANDEIAS;MUNICIPIO DE CANDEIAS;25500;;
1395;22/10/2025;municipio;IBIRATAIA;MUNICIPIO DE IBIRATAIA;20000;Sim;
1396;23/10/2025;municipio;PEDRO ALEXANDRE;MUNICIPIO DE PEDRO ALEXANDRE;10000;Sim;
1397;24/10/2025;municipio;JIQUIRIÇÁ;FUNDO MUNICIPAL DE EDUCACAO - FMED;910,2;;
1398;24/10/2025;municipio;JIQUIRIÇÁ;FUNDO MUNICIPAL DE SAUDE DE JIQUIRICA;910,2;;
1399;24/10/2025;municipio;ANDORINHA;MUNICIPIO DE ANDORINHA;12050;Sim;
1400;24/10/2025;municipio;ANDORINHA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;6000;Sim;
1401;24/10/2025;municipio;ANDORINHA;SECRETARIA MUNICIPAL DE EDUCACAO;8000;Sim;
1402;24/10/2025;municipio;ANDORINHA;FUNDO MUNICIPAL DE SAUDE DE ANDORINHA;8000;Sim;
1403;24/10/2025;municipio;ANDORINHA;MUNICIPIO DE ANDORINHA;14000;Sim;
1404;24/10/2025;municipio;BOA VISTA DO TUPIM;MUNICIPIO DE BOA VISTA DO TUPIM;4000;Sim;
1405;24/10/2025;municipio;BOA VISTA DO TUPIM;MUNICIPIO DE BOA VISTA DO TUPIM;6500;Sim;
1406;24/10/2025;municipio;BOM JESUS DA LAPA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL FMAS;4000;Sim;
1407;24/10/2025;municipio;BOA VISTA DO TUPIM;MUNICIPIO DE BOA VISTA DO TUPIM;4000;Sim;
1408;24/10/2025;municipio;BOA VISTA DO TUPIM;FUNDO MUNICIPAL DE SAUDE FUNSAUDE;4000;Sim;
1409;24/10/2025;municipio;BOA VISTA DO TUPIM;MUNICIPIO DE BOA VISTA DO TUPIM;4500;Sim;
1410;24/10/2025;municipio;BURITIRAMA;MUNICIPIO DE BURITIRAMA;14000;Sim;
1411;24/10/2025;municipio;BURITIRAMA;SECRETARIA MUNICIPAL DE EDUCACAO;9000;Sim;
1412;24/10/2025;municipio;BURITIRAMA;FUNDO MUNICIPAL DE SAUDE DE BURITIRAMA;9000;Sim;
1413;24/10/2025;municipio;BURITIRAMA;MUNICIPIO DE BURITIRAMA;8100;Sim;
1414;24/10/2025;municipio;IBIRAPITANGA;MUNICIPIO DE IBIRAPITANGA;15500;Sim;
1415;24/10/2025;municipio;IBIRAPITANGA;FUNDO MUNICIPAL DE EDUCACIONAL - FME;5000;Sim;
1416;24/10/2025;municipio;IBIRAPITANGA;FUNDO MUNICIPAL DE SAUDE IBIRAPITANGA;5000;Sim;
1417;24/10/2025;municipio;IGRAPIÚNA;MUNICIPI DE IGRAPIUNA;7000;Sim;
1418;24/10/2025;municipio;IGRAPIÚNA;FUNDO MUNICIPAL DE SAUDE;6000;Sim;
1419;24/10/2025;municipio;IGRAPIÚNA;FUNDO MUNICIPAL DE EDUCACAO DE IGRAPIUNA;6000;Sim;
1420;24/10/2025;municipio;IGRAPIÚNA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;4000;Sim;
1421;24/10/2025;municipio;PEDRO ALEXANDRE;MUNICIPIO DE PEDRO ALEXANDRE;18000;Sim;
1422;24/10/2025;municipio;PEDRO ALEXANDRE;FUNDO MUNICIPAL DE SAUDE;7000;Sim;
1423;24/10/2025;municipio;CONCEIÇÃO DA FEIRA;MUNICIPIO DE CONCEICAO DA FEIRA;6500;;
1424;24/10/2025;municipio;SOUTO SOARES;MUNICIPIO DE SOUTO SOARES;6000;Sim;
